STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2012,,-3.9,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2013,,-3.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2014,,-2.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2015,,-2.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2016,,-1.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2017,,-1.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2018,,-0.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2019,,-0.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2020,,-7.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2021,,-5.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2022,,-3.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2023,,-3.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA19,Euro area - 19 countries  (2015-2022),2024,,-3.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),1995,,-7.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),1996,,-4.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),1997,,-3.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),1998,,-2.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),1999,,-1.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2000,,-1.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2001,,-2.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2002,,-2.8,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2003,,-3.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2004,,-2.9,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2005,,-2.7,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2006,,-1.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2007,,-0.8,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2008,,-2.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2009,,-6.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2010,,-6.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2011,,-4.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2012,,-3.9,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2013,,-3.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2014,,-2.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2015,,-2.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2016,,-1.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2017,,-1.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2018,,-0.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2019,,-0.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2020,,-7.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2021,,-5.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2022,,-3.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2023,,-3.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EA20,Euro area – 20 countries (from 2023),2024,,-3.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,1995,,1.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,1996,,-0.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,1997,,2.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,1998,,-0.8,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,1999,,-3.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2000,,-0.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2001,,0.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2002,,0.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2003,,1.8,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2004,,2.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2005,,1.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2006,,2.8,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2007,,2.7,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2008,,-2.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2009,,-2.7,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2010,,-0.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2011,,0.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2012,,-0.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2013,,-0.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2014,,0.9,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2015,,0.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2016,,-0.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2017,,-0.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2018,,-0.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2019,,-0.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2020,,-5.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2021,,-2.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2022,,-1.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2023,,-3.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EE,Estonia,2024,,-1.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,1995,,-9.9,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,1996,,-8.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,1997,,-6.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,1998,,-6.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,1999,,-6.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2000,,-4.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2001,,-5.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2002,,-6.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2003,,-8.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2004,,-9.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2005,,-6.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2006,,-6.0,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2007,,-6.8,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2008,,-10.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2009,,-15.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2010,,-11.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2011,,-10.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2012,,-9.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2013,,-13.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2014,,-3.8,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2015,,-5.9,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2016,,0.2,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2017,,0.7,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2018,,0.9,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2019,,0.8,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2020,,-9.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2021,,-7.1,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2022,,-2.5,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2023,,-1.4,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),EL,Greece,2024,,1.3,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,1995,,-6.8,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,1996,,-5.9,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,1997,,-3.9,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,1998,,-2.6,,,,,
dataflow,ESTAT:GOV_10DD_EDPT1(1.0),"Government deficit/surplus, debt and associated data",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,B9,Net lending (+)/net borrowing (-),ES,Spain,1999,,-1.2,,,,,
